YEAR,AWARD,PLACE,PLAYER_ID,DISPLAY_FIRST_LAST,VOTES_PERCENTAGE
1990,ALL-NBA,1,77142,Magic Johnson,0.996
1990,ALL-NBA,1,787,Charles Barkley,0.991
1990,ALL-NBA,1,252,Karl Malone,0.991
1990,ALL-NBA,1,893,Michael Jordan,0.985
1990,ALL-NBA,1,121,Patrick Ewing,0.748
1990,ALL-NBA,2,165,Hakeem Olajuwon,0.709
1990,ALL-NBA,2,304,John Stockton,0.524
1990,ALL-NBA,2,1472,Tom Chambers,0.509
1990,ALL-NBA,2,1449,Larry Bird,0.454
1990,ALL-NBA,2,134,Kevin Johnson,0.385
1990,ALL-NBA,3,764,David Robinson,0.348
1990,ALL-NBA,3,17,Clyde Drexler,0.246
1990,ALL-NBA,3,247,Joe Dumars,0.204
1990,ALL-NBA,3,1460,James Worthy,0.185
1990,ALL-NBA,3,904,Chris Mullin,0.13
1990,ALL-NBA,1000,187,Terry Cummings,0.117
1990,ALL-NBA,1000,78318,Isiah Thomas,0.078
1990,ALL-NBA,1000,1122,Dominique Wilkins,0.078
1990,ALL-NBA,1000,1450,Kevin McHale,0.072
1990,ALL-NBA,1000,397,Reggie Miller,0.054
1990,ALL-NBA,1000,77376,Fat Lever,0.039
1990,ALL-NBA,1000,433,Buck Williams,0.035
1990,ALL-NBA,1000,345,Terry Porter,0.026
1990,ALL-NBA,1000,899,Mark Price,0.02
1990,ALL-NBA,1000,23,Dennis Rodman,0.015
1990,ALL-NBA,1000,1622,Rodney McCray,0.011
1990,ALL-NBA,1000,76176,Rolando Blackman,0.009
1990,ALL-NBA,1000,782,Mitch Richmond,0.009
1990,ALL-NBA,1000,157,Derek Harper,0.004
1990,ALL-NBA,1000,77264,Bernard King,0.004
1990,ALL-NBA,1000,305,Robert Parish,0.004
1990,ALL-NBA,1000,76338,Tony Campbell,0.002
1990,ALL-NBA,1000,698,Eddie Johnson,0.002
1990,ALL-NBA,1000,328,Rick Mahorn,0.002
1990,ALL-NBA,1000,117,Jeff Malone,0.002
1990,ALL-NBA,1000,891,Charles Oakley,0.002
1990,ALL-NBA,1000,894,Ricky Pierce,0.002
1990,ALL-NBA,1000,937,Scottie Pippen,0.002
1990,ALL-NBA,1000,293,Charles Smith,0.002
1990,ALL-NBA,1000,73,Hot Rod Williams,0.002
