YEAR,AWARD,PLACE,PLAYER_ID,DISPLAY_FIRST_LAST,VOTES_PERCENTAGE
1991,ALL-NBA,1st,893,Michael Jordan,0.992
1991,ALL-NBA,1st,77142,Magic Johnson,0.983
1991,ALL-NBA,1st,252,Karl Malone,0.967
1991,ALL-NBA,1st,764,David Robinson,0.954
1991,ALL-NBA,1st,787,Charles Barkley,0.942
1991,ALL-NBA,2nd,121,Patrick Ewing,0.5
1991,ALL-NBA,2nd,1122,Dominique Wilkins,0.467
1991,ALL-NBA,2nd,134,Kevin Johnson,0.442
1991,ALL-NBA,2nd,17,Clyde Drexler,0.421
1991,ALL-NBA,2nd,904,Chris Mullin,0.294
1991,ALL-NBA,3rd,304,John Stockton,0.333
1991,ALL-NBA,3rd,1460,James Worthy,0.244
1991,ALL-NBA,3rd,77264,Bernard King,0.231
1991,ALL-NBA,3rd,165,Hakeem Olajuwon,0.208
1991,ALL-NBA,3rd,247,Joe Dumars,0.127
1991,ALL-NBA,ORV,1449,Larry Bird,0.217
1991,ALL-NBA,ORV,896,Tim Hardaway,0.11
1991,ALL-NBA,ORV,305,Robert Parish,0.098
1991,ALL-NBA,ORV,345,Terry Porter,0.067
1991,ALL-NBA,ORV,901,Otis Thorpe,0.052
1991,ALL-NBA,ORV,937,Scottie Pippen,0.046
1991,ALL-NBA,ORV,782,Mitch Richmond,0.04
1991,ALL-NBA,ORV,433,Buck Williams,0.04
1991,ALL-NBA,ORV,921,Brad Daugherty,0.038
1991,ALL-NBA,ORV,23,Dennis Rodman,0.038
1991,ALL-NBA,ORV,397,Reggie Miller,0.033
1991,ALL-NBA,ORV,1450,Kevin McHale,0.027
1991,ALL-NBA,ORV,149,Michael Adams,0.019
1991,ALL-NBA,ORV,1489,Lionel Simmons,0.012
1991,ALL-NBA,ORV,765,Hersey Hawkins,0.008
1991,ALL-NBA,ORV,78318,Isiah Thomas,0.008
1991,ALL-NBA,ORV,1472,Tom Chambers,0.006
1991,ALL-NBA,ORV,926,Alvin Robertson,0.006
1991,ALL-NBA,ORV,293,Charles Smith,0.006
1991,ALL-NBA,ORV,181,Kenny Smith,0.006
1991,ALL-NBA,ORV,270,Horace Grant,0.004
1991,ALL-NBA,ORV,77685,Larry Nance,0.004
1991,ALL-NBA,ORV,934,Derrick Coleman,0.002
1991,ALL-NBA,ORV,404,Kevin Duckworth,0.002
1991,ALL-NBA,ORV,157,Derek Harper,0.002
1991,ALL-NBA,ORV,204,Jeff Hornacek,0.002
1991,ALL-NBA,ORV,760,Jerome Kersey,0.002
