YEAR,AWARD,PLACE,PLAYER_ID,DISPLAY_FIRST_LAST,VOTES_PERCENTAGE
1998,ALL-NBA,1st,893,Michael Jordan,1.0
1998,ALL-NBA,1st,252,Karl Malone,1.0
1998,ALL-NBA,1st,56,Gary Payton,0.967
1998,ALL-NBA,1st,406,Shaquille O'Neal,0.938
1998,ALL-NBA,1st,1495,Tim Duncan,0.638
1998,ALL-NBA,2nd,896,Tim Hardaway,0.595
1998,ALL-NBA,2nd,764,David Robinson,0.572
1998,ALL-NBA,2nd,255,Grant Hill,0.5
1998,ALL-NBA,2nd,452,Vin Baker,0.464
1998,ALL-NBA,2nd,393,Rod Strickland,0.298
1998,ALL-NBA,3rd,937,Scottie Pippen,0.347
1998,ALL-NBA,3rd,779,Glen Rice,0.309
1998,ALL-NBA,3rd,782,Mitch Richmond,0.24
1998,ALL-NBA,3rd,397,Reggie Miller,0.214
1998,ALL-NBA,3rd,87,Dikembe Mutombo,0.138
1998,ALL-NBA,ORV,304,John Stockton,0.11
1998,ALL-NBA,ORV,467,Jason Kidd,0.109
1998,ALL-NBA,ORV,952,Antoine Walker,0.107
1998,ALL-NBA,ORV,120,Steve Smith,0.107
1998,ALL-NBA,ORV,23,Dennis Rodman,0.071
1998,ALL-NBA,ORV,297,Alonzo Mourning,0.064
1998,ALL-NBA,ORV,708,Kevin Garnett,0.062
1998,ALL-NBA,ORV,431,Shawn Kemp,0.033
1998,ALL-NBA,ORV,714,Michael Finley,0.029
1998,ALL-NBA,ORV,165,Hakeem Olajuwon,0.028
1998,ALL-NBA,ORV,224,Eddie Jones,0.026
1998,ALL-NBA,ORV,420,Jayson Williams,0.022
1998,ALL-NBA,ORV,947,Allen Iverson,0.019
1998,ALL-NBA,ORV,22,Rik Smits,0.019
1998,ALL-NBA,ORV,949,Shareef Abdur-Rahim,0.017
1998,ALL-NBA,ORV,950,Stephon Marbury,0.017
1998,ALL-NBA,ORV,717,Arvydas Sabonis,0.017
1998,ALL-NBA,ORV,1496,Keith Van Horn,0.014
1998,ALL-NBA,ORV,185,Chris Webber,0.014
1998,ALL-NBA,ORV,275,Allan Houston,0.01
1998,ALL-NBA,ORV,96,Detlef Schrempf,0.009
1998,ALL-NBA,ORV,757,Damon Stoudamire,0.009
1998,ALL-NBA,ORV,302,Mookie Blaylock,0.007
1998,ALL-NBA,ORV,98,Nick Anderson,0.005
1998,ALL-NBA,ORV,193,Anthony Mason,0.005
1998,ALL-NBA,ORV,448,Bo Outlaw,0.005
1998,ALL-NBA,ORV,686,Antonio McDyess,0.003
1998,ALL-NBA,ORV,951,Ray Allen,0.002
1998,ALL-NBA,ORV,787,Charles Barkley,0.002
1998,ALL-NBA,ORV,977,Kobe Bryant,0.002
1998,ALL-NBA,ORV,208,Sam Cassell,0.002
1998,ALL-NBA,ORV,364,Rex Chapman,0.002
1998,ALL-NBA,ORV,183,Bison Dele,0.002
1998,ALL-NBA,ORV,204,Jeff Hornacek,0.002
1998,ALL-NBA,ORV,436,Juwan Howard,0.002
1998,ALL-NBA,ORV,1510,Brevin Knight,0.002
