YEAR,AWARD,PLACE,PLAYER_ID,DISPLAY_FIRST_LAST,VOTES_PERCENTAGE
2020,ALL-ROOKIE,1st,1629630,Ja Morant,1.0
2020,ALL-ROOKIE,1st,1629134,Kendrick Nunn,0.985
2020,ALL-ROOKIE,1st,1629634,Brandon Clarke,0.945
2020,ALL-ROOKIE,1st,1629627,Zion Williamson,0.88
2020,ALL-ROOKIE,1st,1629672,Eric Paschall,0.58
2020,ALL-ROOKIE,2nd,1629639,Tyler Herro,0.575
2020,ALL-ROOKIE,2nd,1629056,Terence Davis,0.48
2020,ALL-ROOKIE,2nd,1629632,Coby White,0.45
2020,ALL-ROOKIE,2nd,1629023,P.J. Washington,0.44
2020,ALL-ROOKIE,2nd,1629060,Rui Hachimura,0.37
2020,ALL-ROOKIE,ORV,1629628,RJ Barrett,0.305
2020,ALL-ROOKIE,ORV,1629680,Matisse Thybulle,0.275
2020,ALL-ROOKIE,ORV,1629636,Darius Garland,0.07
2020,ALL-ROOKIE,ORV,1629631,De'Andre Hunter,0.055
2020,ALL-ROOKIE,ORV,1629008,Michael Porter Jr.,0.045
2020,ALL-ROOKIE,ORV,1629637,Jaxson Hayes,0.025
2020,ALL-ROOKIE,ORV,1629661,Cameron Johnson,0.015
2020,ALL-ROOKIE,ORV,1628998,Cody Martin,0.005
